Index,Plaza Name,Sate,City,Geo Codes,Longitude,Latitudes,Road Width (pixels),Road Width (m),Congestion_Level,lat,lon,2023,2024
306,"CWG Flyover
Plaza DME KM",Delhi,Delhi,"28.603991,77.269563",28.603991,77.269563,870.0,55.58,1.767408978437611,28.603991,77.269563,29.17499924,28.73454475
307,"D C Palli Toll
Plaza",Tamil Nadu,"Dharmavara
m","14.6853947,79.5155303",14.6853947,79.5155303,615.0,37.56,2.593360995850622,14.6853947,79.5155303,1.033333302,1.154545426
308,"Dadiya Toll
Plaza",Rajasthan,Sikar,"27.71179,75.21063",27.71179,75.21063,729.0,45.62,2.145002145002145,27.71179,75.21063,1.418333292,1.511818171
309,,,,,,,,,,28.606077,76.304827,18.31083298,22.35090828
310,Daffi Toll Plaza,Uttar Pradesh,Varanasi,"25.248275,82.994017",25.248275,82.994017,614.0,37.49,2.598077422707196,25.248275,82.994017,14.3125,18.99909019
311,Dagrai Toll Plaza,Madhya Pradesh,Datia,"25.6158907,78.4787578",25.6158907,78.4787578,603.0,36.71,2.651816494298595,25.6158907,78.4787578,8.438333511,7.381818295
312,"Dahalapara Toll
Plaza",Assam,Bongoigaon,"26.476602,90.712074",26.476602,90.712074,758.0,47.67,2.054653790836244,26.476602,90.712074,2.085000038,1.821818113
313,Dahar Toll Plaza,Haryana,Panipat,"29.31922,76.918442",29.31922,76.918442,601.0,36.57,2.661698163428267,29.31922,76.918442,4.521666527,3.946363688
314,Dahisar,Maharashtra,Mumbai,"19.2587,72.8718",19.2587,72.8718,734.0,45.97,2.129018522461145,19.2587,72.8718,22.43833351,25.87272644
315,Dakan Kotra,Rajasthan,Udaipur,"24.500543, 73.720874",24.500543,73.720874,741.0,46.47,2.106593638087213,24.500543,73.720874,13.33416653,20.31272697
316,"Dakhina
Shekpur Toll",Uttar Pradesh,Rae Bareli,"26.5244139,81.0661465",26.5244139,81.0661465,617.0,37.7,2.583979328165375,26.5244139,81.0661465,9.902500153,10.1427269
317,Dakore Km 164,Uttar Pradesh,Orai,"25.8653,79.4241",25.8653,79.4241,505.0,29.79,3.247807729782397,25.8653,79.4241,13.29083347,14.47636318
318,"DalavadaToll
Plaza",Madhya Pradesh,Dalavada,"75.408085, 23.97131509",23.97131509,75.408085,815.0,51.7,1.897533206831119,23.97131509,75.408085,1.739166617,4.132727146
319,"Dalsagar Toll
Plaza",Bihar,Dal Sagar,"25.580548, 84.060688",25.580548,84.060688,598.0,36.36,2.676659528907923,25.580548,84.060688,10.75666714,13.9981823
320,,,,,,,,,,13.036175,78.515049,3.999166727,4.03727293
321,"Dangdiya Toll
plaza",Madhya Pradesh,Bhopal,"22.424746, 75.072311",22.424746,75.072311,678.0,42.01,2.325040688212044,22.424746,75.072311,1.519166708,1.340000033
322,"Dankuni Toll
Plaza",West Bengal,Hooghly,"22.698891,88.288862",22.698891,88.288862,646.0,39.75,2.45398773006135,22.698891,88.288862,14.88666725,18.11636353
323,"Darapur Toll
Plaza",Punjab,Moga,"30.840344, 74.976922",30.840344,74.976922,680.0,42.16,2.31696014828545,30.840344,74.976922,6.448333263,5.96818161
324,Dari  Toll Plaza,Gujarat,Gir Somnath,"20.961278,70.334386",20.961278,70.334386,641.0,39.4,2.475247524752475,20.961278,70.334386,5.103333473,6.407272816
325,"Darjing Toll
Plaza",Odisha,Darjing,"21.931642, 84.892881",21.931642,84.892881,437.0,24.98,3.849114703618168,21.931642,84.892881,8.640832901,8.433636665
326,Daroada,Maharashtra,Wardha,"20.450625,78.755243",20.450625,78.755243,544.0,32.54,2.981514609421586,20.450625,78.755243,1.372499943,1.25818181
327,Dasana,Uttar Pradesh,Dasana,"28.687737,77.535805",28.687737,77.535805,632.0,38.76,2.515090543259558,28.687737,77.535805,15.43666649,19.22636414
328,"Dasarkhed Toll
Plaza",Maharashtra,Malkapur,"20.972921, 76.179151",20.972921,76.179151,567.0,34.17,2.843332385555871,20.972921,76.179151,8.288333893,13.6254549
329,"Dasna Plaza
DME KM 2760",Uttar Pradesh,Ghaziabad,"28.674961,77.495589",28.674961,77.495589,516.0,30.57,3.167564143173899,28.674961,77.495589,55.39666748,50.18181992
330,Datala toll plaza,Maharashtra,"Datala
Village","20.82554091,76.2021409",20.82554091,76.2021409,536.0,31.98,3.032140691328077,20.82554091,76.2021409,1.725833416,1.467272758
331,"Datia-Bhander
Toll Plaza",Madhya Pradesh,Bhander,"25.716217,78.701949",25.716217,78.701949,545.0,32.61,2.975304968759298,25.716217,78.701949,1.230000019,1.261818171
332,Dattigaon,Madhya Pradesh,Jhabua,"22.741519,74.836537",22.741519,74.836537,721.0,45.05,2.171552660152009,22.741519,74.836537,5.078333378,6.370909214
333,,,,,,,,,,25.883916,76.530155,2.270833254,2.920000076
334,"Daulatpura Toll
Plaza",Rajasthan,Jaipur,"27.0868994,75.8345568",27.0868994,75.8345568,800.0,50.64,1.936483346243222,27.0868994,75.8345568,5.827499866,4.880000114
335,Davaluru,Andhra pradesh,Kankipadu,"16.4125284,80.7880218",16.4125284,80.7880218,666.0,41.17,2.371354043158644,16.4125284,80.7880218,4.106666565,3.294545412
336,Debra toll plaza,West Bengal,"West
Medinipur","22.397144,87.522855",22.397144,87.522855,598.0,36.36,2.676659528907923,22.397144,87.522855,6.299166679,6.657272816
337,"Dehuroad NH48
Toll Plaza",Maharashtra,Pune,"18.700286,73.692154",18.700286,73.692154,483.0,28.23,3.421142661648991,18.700286,73.692154,13.21000004,16.22818184
338,"Deingpasoh Toll
Plaza",Meghalaya,Ri-Bhoi,"25.649086,92.047615",25.649086,92.047615,441.0,25.27,3.806623524933384,25.649086,92.047615,1.023333311,1.00636363
339,"Delanpur Toll
Plaza",Madhya Pradesh,Ratlam,"23.417531,74.996667",23.417531,74.996667,452.0,26.04,3.698224852071006,23.417531,74.996667,1.657500029,2.328181744
340,"Deogarh Toll
Plaza",Rajasthan,Jodhpur,"26.30662, 72.5873316",26.30662,72.5873316,549.0,32.9,2.949852507374632,26.30662,72.5873316,7.639999866,28.5009079
341,DEORIYA,Uttarakhand,Rudrapur,"28.930637, 79.475637",28.930637,79.475637,432.0,24.63,3.901677721420211,28.930637,79.475637,11.59166718,11.5881815
342,Derhi Toll Plaza,Uttar Pradesh,Varanasi,"25.518048, 82.998103",25.518048,82.998103,519.0,30.78,3.146633102580239,25.518048,82.998103,3.040833235,5.747272491
343,,,,,,,,,,27.753685,73.360601,3.734999895,11.35545444
344,"Devanahalli Toll
Plaza",Karnataka,"Bangalore
Rural","13.1935464,77.6475256",13.1935464,77.6475256,526.0,31.27,3.098853424233034,13.1935464,77.6475256,40.08750153,52.63727188
345,"Devgaon Toll
Plaza",Madhya Pradesh,Chhatarpur,"24.782925,79.816910",24.782925,79.81691,458.0,26.47,3.640334910811795,24.782925,79.81691,19.02249908,15.23272705
346,"Devkhedi TOLL
PLAZA",Madhya Pradesh,Gwalior,"24.516005,77.769897",24.516005,77.769897,571.0,34.45,2.820874471086036,24.516005,77.769897,1.306666613,1.160909057
347,"Dewas By pass
Toll Plaza",Madhya Pradesh,Dewas,"22.929,76.0463",22.929,76.0463,515.0,30.49,3.175611305176246,22.929,76.0463,27.53583336,27.83272743
348,Dhadhar,Rajasthan,Churu,"28.3458569,75.0682504",28.3458569,75.0682504,484.0,28.3,3.41296928327645,28.3458569,75.0682504,5.604166508,8.738182068
349,"Dhamangaon
Toll Plaza",Maharashtra,Amravati,"20.737368, 78.140779",20.737368,78.140779,513.0,30.35,3.189792663476874,20.737368,78.140779,34.23749924,32.09272766
350,"Dhamnod Toll
Plaza",Madhya Pradesh,Dhamnod,"22.216325, 75.513255",22.216325,75.513255,545.0,32.61,2.975304968759298,22.216325,75.513255,1.982499957,1.804545403
351,"DhamnodToll
Plaza",Madhya Pradesh,Dhamnod,"74.977782, 23.422924",23.422924,74.977782,610.0,37.21,2.617115938236064,23.422924,74.977782,1.730000019,4.953636169
352,Dhaneshwar,Rajasthan,Bundi,"25.07255,75.598475",25.07255,75.598475,489.0,28.66,3.371544167228591,25.07255,75.598475,6.203333378,8.375454903
353,Dhank Toll Plaza,Chhattisgarh,"Mahasamun
d","21.227203,82.42025",21.227203,82.42025,496.0,29.15,3.316749585406302,21.227203,82.42025,3.602499962,2.941818237
354,,,,,,,,,,22.248046,69.684218,9.028333664,8.204545021
355,,,,,,,,,,30.5938815,76.7600168,8.807499886,9.851818085
356,"Dhareri Jattan
Toll Plaza",Punjab,Zirakpur,"30.3912006,76.4995253",30.3912006,76.4995253,399.0,22.3,4.291845493562231,30.3912006,76.4995253,6.34250021,4.954545498
357,"Dharmaram Toll
Plaza",Telangana,Pitlam,"18.265800, 77.787100",18.2658,77.7871,409.0,23.0,4.166666666666667,18.2658,77.7871,18.95750046,15.19181824
358,"Dhoki TOLL
PLAZA",Maharashtra,"Ahmednaga
r","19.1559589,74.4111722",19.1559589,74.4111722,429.0,24.42,3.933910306845004,19.1559589,74.4111722,1.571666718,1.879090905
359,"Dhumiyani Toll
Plaza",Gujarat,Rajkot,"21.751451,70.326793",21.751451,70.326793,496.0,29.15,3.316749585406302,21.751451,70.326793,5.406666756,6.282727242
360,"Dhumka
Tondgaon Toll",Maharashtra,Washim,"20.013510, 77.139940",20.01351,77.13994,430.0,24.49,3.923107100823853,20.01351,77.13994,7.133333206,6.52454567
361,DidarGanj,Bihar,Patna,"25.5721918,85.2400643",25.5721918,85.2400643,545.0,32.61,2.975304968759298,25.5721918,85.2400643,18.60666656,19.7145462
362,Dighal Toll Plaza,Rajasthan,Sikar,"28.06734,75.34098",28.06734,75.34098,635.0,38.98,2.501250625312657,28.06734,75.34098,1.646666646,1.470909119
363,,,,,,,,,,28.776746,76.621688,2.353333235,3.082727194
364,"Dilawarpur fee
plaza",Telangana,Bodhan,"19.0989609,78.2133902",19.0989609,78.2133902,568.0,34.24,2.837684449489217,19.0989609,78.2133902,1.620833278,1.763636351
365,DME KM 5200,Uttar Pradesh,Meerut,"28.823169,77.648590",28.823169,77.64859,691.0,42.93,2.276348736626451,28.823169,77.64859,3.032500029,3.022727251
366,"DODDAMAVATH
URU TOLL",Karnataka,"NEAR
HULIYOORD","12.533502,77.024003",12.533502,77.024003,566.0,34.1,2.849002849002849,12.533502,77.024003,1.154166698,1.24818182
367,,,,,,,,,,31.720926,76.945425,1.367499948,1.699090958
368,,,,,,,,,,26.0626359,72.6730444,3.041666746,2.828181744
369,,,,,,,,,,20.766214,74.574654,1.88166666,6.453636169
370,Dostpur,Uttar Pradesh,Sultanpur,"26.2826030, 82.4749250",26.282603,82.474925,438.0,25.05,3.838771593090211,26.282603,82.474925,11.76916695,10.69363594
371,"Duddeda Toll
Plaza",Telangana,Medak,"18.00020,78.8876",18.0002,78.8876,644.0,39.61,2.462447672986949,18.0002,78.8876,3.305000067,3.720909119
372,Duhai,Uttar Pradesh,Duahi,"28.737468,77.477137",28.737468,77.477137,548.0,32.83,2.955956251847473,28.737468,77.477137,18.25499916,29.33545494
373,"Dukkavanipalem
Toll Plaza",Andhra Pradesh,"Visakhapatn
am","17.888226,83.345101",17.888226,83.345101,632.0,38.76,2.515090543259558,17.888226,83.345101,5.710000038,8.199999809
374,Dularpur,Uttar Pradesh,Bahraich,"27.578462,81.633657",27.578462,81.633657,571.0,34.45,2.820874471086036,27.578462,81.633657,7.965833664,6.45727253
375,"Dumbarwadi
TOLL PLAZA",Maharashtra,"Ahmednaga
r","19.244419,74.013193",19.244419,74.013193,386.0,21.38,4.468275245755139,19.244419,74.013193,3.31583333,4.00363636
376,"Dumpalagattu
Paatimeeda Palli",Andhra Pradesh,Cuddapah,"14.624067, 78.783569",14.624067,78.783569,585.0,35.44,2.74423710208562,14.624067,78.783569,6.424166679,4.973636627
377,"Dundahera
Plaza DME KM",Uttar Pradesh,Ghaziabad,"28.635887, 77.444447",28.635887,77.444447,736.0,46.11,2.122691572914456,28.635887,77.444447,54.74666595,56.02636337
378,Dundigal,Telangana,Hyderabad,"17.353843, 78.242823",17.353843,78.242823,814.0,51.63,1.900057001710051,17.353843,78.242823,2.161666632,2.592727184
379,"Dungarpur Fee
Plaza",Rajasthan,Dausa,"26.666348, 76.319231",26.666348,76.319231,744.0,46.68,2.097315436241611,26.666348,76.319231,29.95000076,28.7881813
380,Durg Bypass,Chhattisgarh,Durg,"21.214518,81.287962",21.214518,81.287962,680.0,42.16,2.31696014828545,21.214518,81.287962,12.14750004,12.53090954
381,"Durgamvaripalli
Toll Plaza",Andhra Pradesh,Rayachoti,"13.7142018,78.873175",13.7142018,78.873175,724.0,45.27,2.161227577263886,13.7142018,78.873175,1.0,1.124545455
382,"Durjanpura Toll
Plaza",Madhya Pradesh,Durjanpura,"22.475387,75.571802",22.475387,75.571802,644.0,39.61,2.462447672986949,22.475387,75.571802,3.048333406,3.50454545
383,"Dusarbid Toll
Plaza",Maharashtra,Buldhana,"20.034216, 76.317990",20.034216,76.31799,625.0,38.27,2.546473134708429,20.034216,76.31799,8.608333588,4.806363583
384,"DVE Bhuteda
Plaza",Madhya Pradesh,Bhuteda,75.15080498. 23.60847026,75.15080498,23.60847026,701.0,43.64,2.240143369175627,75.15080498,23.60847026,8.608333588,25.13181686
385,"ECRlink Road
Toll Plaza",Tamil Nadu,Chennai,"12.9013,80.2183",12.9013,80.2183,544.0,32.54,2.981514609421586,12.9013,80.2183,21.89333344,17.45818138
386,"Edalhatu Toll
Plaza",Jharkhand,Ranchi,"23.1806311,85.5742348",23.1806311,85.5742348,543.0,32.47,2.987750224081267,23.1806311,85.5742348,11.88166618,9.398181915
387,"Edulanagulapall
y",Telangana,Hyderabad,"17.4622136,78.2494394",17.4622136,78.2494394,668.0,41.31,2.363507445048452,17.4622136,78.2494394,18.98500061,27.11999893
388,"Eethakota at
Km.946.300",Andhra Pradesh,"East
Godavari","16.715212,81.82786",16.715212,81.82786,393.0,21.87,4.372540445999126,16.715212,81.82786,3.262500048,3.539999962
389,,,,,,,,,,12.8902,80.1983,17.00749969,16.80000114
390,"Eklehra Toll
Plaza",Madhya Pradesh,"Narmadapur
am","22.192429,78.689015",22.192429,78.689015,543.0,32.47,2.987750224081267,22.192429,78.689015,2.480833292,1.584545374
391,"Elchuru Toll
Plaza",Andhra Pradesh,Elchuru,"16.107077,79.928762",16.107077,79.928762,304.0,15.58,6.031363088057902,16.107077,79.928762,4.547500134,3.75636363
392,"ELECTRONIC
CITY Phase 1",Karnataka,"Bangalore
Urban","12.84615,77.671765",12.84615,77.671765,593.0,36.01,2.701972439881113,12.84615,77.671765,62.77833176,58.13181686
393,Elliyarpathy,Tamil Nadu,"Virudhunaga
r","9.78299,78.094492",9.78299,78.094492,494.0,29.01,3.332222592469177,9.78299,78.094492,2.63166666,2.653636456
394,"Enamkariyandal
Toll Plaza",Tamil Nadu,"Tiruvannam
alai","12.287294, 79.069090",12.287294,79.06909,529.0,31.48,3.078817733990147,12.287294,79.06909,1.991666675,2.475454569
395,"EPE Rasoolpur
Plaza",Uttar Pradesh,Ghaziabad,"28.704323, 77.522137",28.704323,77.522137,610.0,37.21,2.617115938236064,28.704323,77.522137,20.14750099,20.43818283
396,"Etturvattam Toll
Plaza",Tamil Nadu,"Virudhunaga
r","9.385445,77.914347",9.385445,77.914347,337.0,17.92,5.285412262156448,9.385445,77.914347,5.320000172,7.132727146
397,Fanda toll plaza,Madhya Pradesh,Bhopal,"23.2245025,77.1907789",23.2245025,77.1907789,505.0,29.79,3.247807729782397,23.2245025,77.1907789,5.221666813,9.647273064
398,"Faridpur Toll
Plaza",Uttar Pradesh,Bareilly,"28.234589, 79.523939",28.234589,79.523939,472.0,27.46,3.513703443429375,28.234589,79.523939,13.27750015,7.613636494
399,Farukhnagar,Haryana,Farukhnagar,"28.455781,76.856801",28.455781,76.856801,450.0,25.9,3.717472118959108,28.455781,76.856801,8.901666641,8.770909309
400,"Fatehpur Toll
Plaza",Rajasthan,Baran,"25.1214357,76.5731007",25.1214357,76.5731007,440.0,25.19,3.818251240931653,25.1214357,76.5731007,1.671666622,1.950909138
401,"Fatehpur
Rampur",Uttar Pradesh,"Fatepur
Rampur","28.437802,77.588752",28.437802,77.588752,826.0,52.47,1.870207593042828,28.437802,77.588752,28.69750023,44.25363541
402,Fekari,Maharashtra,Bhusawal,"21.0400410,75.8293230",21.040041,75.829323,646.0,39.75,2.45398773006135,21.040041,75.829323,7.374166489,6.349999905
403,"Ferozeshah Toll
Plaza",Punjab,Ferozepur,"30.869500,74.773100",30.8695,74.7731,640.0,39.33,2.479543763947434,30.8695,74.7731,4.558333397,5.267272949
404,Fulara Toll Plaza,Madhya Pradesh,Seoni,"22.043539,79.418753",22.043539,79.418753,750.0,47.1,2.079002079002079,22.043539,79.418753,1.0,1.025454521
405,Fulvariya,Uttar Pradesh,Azamgarh,"26.1599090, 82.8628360",26.159909,82.862836,739.0,46.33,2.112824846820199,26.159909,82.862836,7.914999962,6.497272968
406,Futera Toll Plaza,Madhya Pradesh,Ashoknagar,"24.669794,77.748436",24.669794,77.748436,527.0,31.34,3.092145949288806,24.669794,77.748436,1.0,1.0
407,Gabbur,Karnataka,Hubli,"15.3186929,75.1398824",15.3186929,75.1398824,788.0,49.79,1.968891514077574,15.3186929,75.1398824,15.62666702,12.33090878
408,"GABHANA
Tollplaza",Uttar Pradesh,Aligarh,"28.062821,77.946047",28.062821,77.946047,539.0,32.19,3.01295570955107,28.062821,77.946047,18.6016674,26.20545387
409,Gadaghat,Madhya Pradesh,Sagar,"23.301857,79.673409",23.301857,79.673409,582.0,35.23,2.760143527463428,23.301857,79.673409,1.854166627,1.666363716
410,"Gadanki toll
plaza",Andhra Pradesh,Gadanki,"13.478827, 79.188024",13.478827,79.188024,770.0,48.52,2.019386106623586,13.478827,79.188024,6.130833149,11.38000011
411,"Gadariya TOLL
PLAZA",Madhya Pradesh,Singrauli,"24.146502,82.491474",24.146502,82.491474,619.0,37.84,2.574665293511843,24.146502,82.491474,1.710000038,1.862727284
412,Gadha Plaza,Madhya Pradesh,Betul,"21.9192 ,77.7388",21.9192,77.7388,489.0,28.66,3.371544167228591,21.9192,77.7388,3.857500076,10.17000008
413,Gadoi  Toll Plaza,Gujarat,Junagadh,"21.425234,70.295437",21.425234,70.295437,575.0,34.73,2.79876854184159,21.425234,70.295437,4.050833225,3.514545441
414,Gadpuri Toll Plaza,Haryana,Palwal,"28.24923826096969,
77.29142358676597",28.24923826,77.29142359,630.0,38.62,2.523977788995457,28.24923826,77.29142359,28.4058342,35.56181717
415,Gajangarh,Rajasthan,Gajangarh,"25.824112,73.233418",25.824112,73.233418,644.0,39.61,2.462447672986949,25.824112,73.233418,7.554999828,7.373636246
416,Galia Toll Plaza,Assam,Galia,"26.442682,91.048867",26.442682,91.048867,676.0,41.87,2.332633543270352,26.442682,91.048867,1.638333321,1.889090896
417,"Gamjal Toll
Plaza",Telangana,Adilabad,"19.026592,78.362705",19.026592,78.362705,657.0,40.53,2.407897905128822,19.026592,78.362705,2.289999962,1.988181829
418,"Gananguru Toll
Plaza",Karnataka,Mandiya,"12.472697,76.760373",12.472697,76.760373,718.0,44.84,2.181500872600349,12.472697,76.760373,19.50166702,20.1072731
419,"Ganebail Toll
Plaza",Karnataka,Belgaon,"15.692835, 74.503531",15.692835,74.503531,520.0,30.85,3.139717425431711,15.692835,74.503531,11.1833334,17.39090919
420,"Gangajali Toll
Plaza",Rajasthan,Poogal,"28.475248, 72.618840",28.475248,72.61884,629.0,38.55,2.528445006321113,28.475248,72.61884,1.459166646,1.050909042
421,"Gangiwara Toll
Plaza",Madhya Pradesh,Chhindwara,"22.121749,78.828202",22.121749,78.828202,507.0,29.93,3.233107015842224,22.121749,78.828202,1.363333344,1.188181758
422,,,,,,,,,,15.929953,79.097636,1.435000062,2.380908966
423,GarothToll Plaza,Madhya Pradesh,Garoth,"75.651305, 24.303325",24.303325,75.651305,701.0,43.64,2.240143369175627,24.303325,75.651305,5.891666412,7.885454655
424,"GARRA TOLL
PLAZA",Madhya Pradesh,BALAGHAT,"21.807047,80.152498",21.807047,80.152498,635.0,38.98,2.501250625312657,21.807047,80.152498,4.309166431,5.682727337
425,Gavhan Plaza,Maharashtra,"Navi
Mumbai","18.951875,73.018836",18.951875,73.018836,606.0,36.93,2.636435539151068,18.951875,73.018836,21.99499893,63.29454422
426,"Gavner
Talegaon Shivni",Maharashtra,Amravati,"20.621760, 77.862567",20.62176,77.862567,629.0,38.55,2.528445006321113,20.62176,77.862567,17.83500099,14.30818176
427,Gazole Toll Plaza,West Bengal,Malda,"25.195886604496657,
88.18264181261955",25.1958866,88.18264181,595.0,36.15,2.691790040376851,25.1958866,88.18264181,6.105833054,6.418181896
428,GB(Newadiya),Rajasthan,"Sawai
Madhopur","26.378622, 76.546867",26.378622,76.546867,605.0,36.86,2.641310089804543,26.378622,76.546867,1.012500048,1.0
429,Gegal,Rajasthan,Ajmer,"26.551347,74.780202",26.551347,74.780202,614.0,37.49,2.598077422707196,26.551347,74.780202,12.02250004,9.684545517
430,"Ghagghar Toll
Plaza",Haryana,Ambala,"30.403876,76.736573",30.403876,76.736573,712.0,44.42,2.201673271686482,30.403876,76.736573,19.52833366,13.56272697
431,"Ghaigaon Jambargaon Toll
Plaza",Maharashtra,Aurangabad,"19.893828, 74.784524",19.893828,74.784524,659.0,40.67,2.399808015358771,19.893828,74.784524,14.94833374,14.47909069
432,"Ghamroj Sohna
Road Toll Plaza",Haryana,Gurugram,"28.3336041, 77.0673886",28.3336041,77.0673886,548.0,32.83,2.955956251847473,28.3336041,77.0673886,36.54249954,27.43000031
433,"Ghanghri Toll
Plaza",Jharkhand,Giridih,"24.030088,85.948654",24.030088,85.948654,678.0,42.01,2.325040688212044,24.030088,85.948654,2.13499999,2.044545412
434,Gharkuiya,Uttar Pradesh,Barabanki,"26.6131760, 81.3957130",26.613176,81.395713,634.0,38.9,2.506265664160401,26.613176,81.395713,2.022500038,2.736363649
435,"Gharonda Toll
Plaza",Haryana,Karnal,"29.582281,76.978398",29.582281,76.978398,632.0,38.76,2.515090543259558,29.582281,76.978398,14.69000053,13.16636372
436,"Ghata Samsabad
Fee Plaza",Haryana,Nuh,"27.765879, 76.993905",27.765879,76.993905,476.0,27.74,3.479471120389701,27.765879,76.993905,11.54500008,16.18091011
437,"Ghatabillod Toll
Plaza",Madhya Pradesh,Pithampur,"22.644110, 75.568497",22.64411,75.568497,575.0,34.73,2.79876854184159,22.64411,75.568497,6.258333206,6.426363468
438,Ghatkesar,Telangana,Hyderabad,"17.263039, 78.400211",17.263039,78.400211,626.0,38.34,2.541942043721403,17.263039,78.400211,31.43833351,27.06999969
439,"Ghazipur Plaza
DME KM 7500",Delhi,New Delhi,"28.625378,77.312168",28.625378,77.312168,565.0,34.03,2.854695974878676,28.625378,77.312168,71.71666718,70.11454773
440,"Ghogarkuthi Fee
Toll Plaza",West Bengal,Baxirhat,"26.30493889,89.61888889",26.30493889,89.61888889,624.0,38.2,2.551020408163265,26.30493889,89.61888889,2.344166756,2.028181791
441,"Ghoradongri
TOLL PLAZA",Madhya Pradesh,"Narmadapur
am","22.125288,78.025027",22.125288,78.025027,651.0,40.11,2.432498175626368,22.125288,78.025027,2.05250001,1.682727337
442,Ghoti toll plaza,Maharashtra,Nashik,"19.708905,73.614819",19.708905,73.614819,587.0,35.58,2.733734281027884,19.708905,73.614819,5.113333225,5.413636208
443,"GHULAL Toll
Plaza",Punjab,LUDHIANA,"30.845116,76.142999",30.845116,76.142999,662.0,40.88,2.387774594078319,30.845116,76.142999,8.638333321,9.054545403
444,Goa,Karnataka,Dharwad,"15.460555,74.967151",15.460555,74.967151,451.0,25.97,3.707823507601038,15.460555,74.967151,5.363333225,6.048181534
445,"Gogamedi Toll
Plaza",Rajasthan,"Hanumagar
h","29.134011, 75.058531",29.134011,75.058531,699.0,43.5,2.247191011235955,29.134011,75.058531,1.57249999,1.860909104
446,Gogelao,Rajasthan,Nagaur,"27.2521763, 73.6454253",27.2521763,73.6454253,694.0,43.14,2.265518803806072,27.2521763,73.6454253,2.732500076,4.911818027
447,Gogunda,Rajasthan,Udaipur,"24.766166,73.523999",24.766166,73.523999,613.0,37.42,2.602811035918792,24.766166,73.523999,3.486666679,3.404545546
448,"Golkheri Toll
Plaza",Madhya Pradesh,Bhopal,"23.394807, 77.399706",23.394807,77.399706,611.0,37.28,2.612330198537095,23.394807,77.399706,3.728333235,3.023636341
449,"Gollaprolu TOLL
PLAZA",Andhra Pradesh,Pithapuram,"17.139122,82.271843",17.139122,82.271843,749.0,47.03,2.082032063293775,17.139122,82.271843,2.57249999,3.951818228
450,Gonde Toll Plaza,Maharashtra,"Ahmednaga
r","19.790328, 74.068809",19.790328,74.068809,743.0,46.61,2.100399075824407,19.790328,74.068809,43.44166565,29.00272751
451,Gondkhairi Plaza,Maharashtra,Nagpur,"21.137001,78.89666",21.137001,78.89666,531.0,31.63,3.064664419246093,21.137001,78.89666,4.605000019,4.03363657
452,"Gopalpur Toll
Plaza",Uttar Pradesh,Gopalpur,"25.166454, 82.479512",25.166454,82.479512,808.0,51.2,1.915708812260536,25.166454,82.479512,5.471666813,4.946363449
453,"Goragaon Toll
Plaza",Madhya Pradesh,Goragaon,"25.973169, 78.835375",25.973169,78.835375,719.0,44.91,2.178174689610107,25.973169,78.835375,2.548333406,1.668181777
454,"Gorribanda Toll
Plaza",Andhra Pradesh,Srikakulam,"18.619937, 84.041020",18.619937,84.04102,695.0,43.22,2.261420171867933,18.619937,84.04102,1.090000033,1.0
455,Gorsar Toll Plaza,Gujarat,Gorsar,"21.31811111,69.90972222",21.31811111,69.90972222,693.0,43.07,2.269117313365101,21.31811111,69.90972222,7.840833187,6.984545231
456,"Goshtani Gate
Toll Plaza",Andhra Pradesh,"Vishakapatn
am","17.71386,83.212194",17.71386,83.212194,693.0,43.07,2.269117313365101,17.71386,83.212194,15.27000046,17.12454605
457,,,,,,,,,,21.7711235,83.679885,1.3125,1.785454512
458,"Gowraram Toll
Plaza",Telangana,"Gowraran
village","17.268021,80.679776",17.268021,80.679776,645.0,39.68,2.458210422812193,17.268021,80.679776,1.634166718,1.587272763
459,"Guabari Toll
Plaza",West Bengal,Alipurduar,"26.476623,89.756542",26.476623,89.756542,631.0,38.69,2.519526329050139,26.476623,89.756542,3.533333302,2.178181887
460,"GUDEMARANAH
ALLI TOLL PLAZA",Karnataka,MAGADI,"13.022707,77.153308",13.022707,77.153308,559.0,33.6,2.890173410404624,13.022707,77.153308,1.207499981,1.461818218
461,"Gudipada or
Gangapada",Odisha,Khordha,"20.203404,85.668312",20.203404,85.668312,617.0,37.7,2.583979328165375,20.203404,85.668312,5.545000076,7.916363716
462,"Guduru Toll
Plaza",Telangana,Nalgonda,"17.485724,78.8217",17.485724,78.8217,594.0,36.08,2.696871628910464,17.485724,78.8217,10.6833334,11.53909111
463,"Guilalu Toll
Plaza",Karnataka,Chitradurga,"14.053778,76.560573",14.053778,76.560573,651.0,40.11,2.432498175626368,14.053778,76.560573,8.96333313,7.769090652
464,Gulalpurva Toll,Uttar Pradesh,Gulalpurva,"27.8271,81.5265",27.8271,81.5265,725.0,45.34,2.157962883038412,27.8271,81.5265,1.57249999,1.856363654
465,"Gulhaura Toll
Plaza",Uttar Pradesh,"Siddharthan
agar","27.443827,82.924607",27.443827,82.924607,663.0,40.95,2.383790226460071,27.443827,82.924607,1.953333378,1.890909076
466,Gumanpura,Rajasthan,Tonk,"25.992770,75.938450",25.99277,75.93845,628.0,38.48,2.532928064842959,25.99277,75.93845,4.239999771,3.74363637
467,"Gummadidala
Toll Plaza",Telangana,"Gummadida
la","29.910500,76.507130",29.9105,76.50713,671.0,41.52,2.351834430856067,29.9105,76.50713,3.212500095,3.364545345
